index,label,phoneme1,phoneme2,phoneme3,phoneme4,phoneme5,phoneme6,phoneme7
1551,EMAAM,EM,AA,M,,,,
1552,WHAAD,WH,AA,D,,,,
1553,DHIHL,DH,IH,L,,,,
1554,VEYD,V,EY,D,,,,
1555,FEYWH,F,EY,WH,,,,
1556,CHAON,CH,AO,N,,,,
1557,WHAXRY,WH,AXR,Y,,,,
1558,FAYF,F,AY,F,,,,
1559,NGAOSH,NG,AO,SH,,,,
1560,VIYEL,V,IY,EL,,,,
1561,FIYP,F,IY,P,,,,
1562,TUWG,T,UW,G,,,,
1563,NXEYR,NX,EY,R,,,,
1564,JHAXTH,JH,AX,TH,,,,
1565,ZERT,Z,ER,T,,,,
1566,EMIHP,EM,IH,P,,,,
1567,EMEYTH,EM,EY,TH,,,,
1568,DIXD,D,IX,D,,,,
1569,PEYSH,P,EY,SH,,,,
1570,YEHQ,Y,EH,Q,,,,
1571,SEYEN,S,EY,EN,,,,
1572,MAXRTH,M,AXR,TH,,,,
1573,RUWHH,R,UW,HH,,,,
1574,NXUXHH,NX,UX,HH,,,,
1575,ELIHS,EL,IH,S,,,,
1576,ZHOWEL,ZH,OW,EL,,,,
1577,ENAADH,EN,AA,DH,,,,
1578,ENIHDH,EN,IH,DH,,,,
1579,SHIHP,SH,IH,P,,,,
1580,NGIYQ,NG,IY,Q,,,,
1581,BIXSH,B,IX,SH,,,,
1582,SHAXRJH,SH,AXR,JH,,,,
1583,FAYJH,F,AY,JH,,,,
1584,ZIXCH,Z,IX,CH,,,,
1585,GAHEL,G,AH,EL,,,,
1586,CHAEL,CH,AE,L,,,,
1587,BEHTH,B,EH,TH,,,,
1588,DAWY,D,AW,Y,,,,
1589,MOWR,M,OW,R,,,,
1590,PAXR,P,AX,R,,,,
1591,WHUXB,WH,UX,B,,,,
1592,ENIYCH,EN,IY,CH,,,,
1593,DAXS,D,AX,S,,,,
1594,CHAXCH,CH,AX,CH,,,,
1595,CHUXL,CH,UX,L,,,,
1596,QEYHH,Q,EY,HH,,,,
1597,ELUWG,EL,UW,G,,,,
1598,DIYD,D,IY,D,,,,
1599,ENIYK,EN,IY,K,,,,
1600,CHUWEN,CH,UW,EN,,,,
1601,THAHT,TH,AH,T,,,,
1602,YAXRZ,Y,AXR,Z,,,,
1603,GOWQ,G,OW,Q,,,,
1604,ELAXNG,EL,AX,NG,,,,
1605,NAXDH,N,AX,DH,,,,
1606,BEYG,B,EY,G,,,,
1607,MUXL,M,UX,L,,,,
1608,ENIXHH,EN,IX,HH,,,,
1609,YAAJH,Y,AA,JH,,,,
1610,KEHB,K,EH,B,,,,
1611,DXIHZH,DX,IH,ZH,,,,
1612,NGIXHH,NG,IX,HH,,,,
1613,TUXV,T,UX,V,,,,
1614,ZHUHTH,ZH,UH,TH,,,,
1615,DXAYF,DX,AY,F,,,,
1616,DHIYD,DH,IY,D,,,,
1617,KAHJH,K,AH,JH,,,,
1618,DHOWP,DH,OW,P,,,,
1619,ELAOG,EL,AO,G,,,,
1620,ELUWCH,EL,UW,CH,,,,
1621,DEYEM,D,EY,EM,,,,
1622,EMEHDX,EM,EH,DX,,,,
1623,BAOR,B,AO,R,,,,
1624,HHOWK,HH,OW,K,,,,
1625,MAXRDH,M,AXR,DH,,,,
1626,YAOWH,Y,AO,WH,,,,
1627,NIHR,N,IH,R,,,,
1628,AXRTHWH,AXR,TH,WH,,,,
1629,IYPSH,IY,P,SH,,,,
1630,OWTHWH,OW,TH,WH,,,,
1631,AYKW,AY,K,W,,,,
1632,AAWHZH,AA,WH,ZH,,,,
1633,AEHHNX,AE,HH,NX,,,,
1634,AOPZH,AO,P,ZH,,,,
1635,UXGZH,UX,G,ZH,,,,
1636,AWLZ,AW,L,Z,,,,
1637,AXRNGP,AXR,NG,P,,,,
1638,AXRPEM,AXR,P,EM,,,,
1639,AXRTHK,AXR,TH,K,,,,
1640,IXKDX,IX,K,DX,,,,
1641,AYZHY,AY,ZH,Y,,,,
1642,IYNGS,IY,NG,S,,,,
1643,AEZHTH,AE,ZH,TH,,,,
1644,OYZY,OY,Z,Y,,,,
1645,UHCHD,UH,CH,D,,,,
1646,UXZS,UX,Z,S,,,,
1647,OWNGT,OW,NG,T,,,,
1648,UHSHY,UH,SH,Y,,,,
1649,AEYWH,AE,Y,WH,,,,
1650,AYWHTH,AY,WH,TH,,,,
1651,UXNL,UX,N,L,,,,
1652,IXYHH,IX,Y,HH,,,,
1653,AXRZHP,AXR,ZH,P,,,,
1654,UHHHJH,UH,HH,JH,,,,
1655,EHMHH,EH,M,HH,,,,
1656,AXDP,AX,D,P,,,,
1657,UHGZH,UH,G,ZH,,,,
1658,AYWHH,AY,W,HH,,,,
1659,UXQY,UX,Q,Y,,,,
1660,AXRBN,AXR,B,N,,,,
1661,UHDNG,UH,D,NG,,,,
1662,IHKP,IH,K,P,,,,
1663,AXMDH,AX,M,DH,,,,
1664,AHTHR,AH,TH,R,,,,
1665,IHFM,IH,F,M,,,,
1666,AWDHZ,AW,DH,Z,,,,
1667,OYLN,OY,L,N,,,,
1668,AWNV,AW,N,V,,,,
1669,AEYT,AE,Y,T,,,,
1670,AWTZH,AW,T,ZH,,,,
1671,IXKK,IX,K,K,,,,
1672,UWPY,UW,P,Y,,,,
1673,AWLN,AW,L,N,,,,
1674,AXRREM,AXR,R,EM,,,,
1675,OYDXD,OY,DX,D,,,,
1676,AHNXG,AH,NX,G,,,,
1677,AADXNX,AA,DX,NX,,,,
1678,AHSHV,AH,SH,V,,,,
1679,IXFZH,IX,F,ZH,,,,
1680,UWTHP,UW,TH,P,,,,
1681,AXPD,AX,P,D,,,,
1682,AWLEN,AW,L,EN,,,,
1683,AWBEM,AW,B,EM,,,,
1684,EYYS,EY,Y,S,,,,
1685,AXRFW,AXR,F,W,,,,
1686,AHGEM,AH,G,EM,,,,
1687,AWWDH,AW,W,DH,,,,
1688,IYZHL,IY,ZH,L,,,,
1689,IXZEM,IX,Z,EM,,,,
1690,AXRJHEL,AXR,JH,EL,,,,
1691,AWNSH,AW,N,SH,,,,
1692,EHKG,EH,K,G,,,,
1693,EHDXEL,EH,DX,EL,,,,
1694,EYFN,EY,F,N,,,,
1695,AEYEM,AE,Y,EM,,,,
1696,AXRJHP,AXR,JH,P,,,,
1697,OYMNG,OY,M,NG,,,,
1698,UXFF,UX,F,F,,,,
1699,UHBNG,UH,B,NG,,,,
1700,AOGZH,AO,G,ZH,,,,
1701,IXSW,IX,S,W,,,,
1702,AWBWH,AW,B,WH,,,,
1703,AYGS,AY,G,S,,,,
1704,OYMR,OY,M,R,,,,
1705,AXRZHEM,AXR,ZH,EM,,,,
1706,IXCHG,IX,CH,G,,,,
1707,AXRMDH,AXR,M,DH,,,,
1708,UHZNX,UH,Z,NX,,,,
1709,AXHHP,AX,HH,P,,,,
1710,AYKM,AY,K,M,,,,
1711,IXEMHH,IX,EM,HH,,,,
1712,IYYS,IY,Y,S,,,,
1713,IXSHJH,IX,SH,JH,,,,
1714,IHRDH,IH,R,DH,,,,
1715,AWELEM,AW,EL,EM,,,,
1716,UHNXL,UH,NX,L,,,,
1717,EHDXDX,EH,DX,DX,,,,
1718,OWZHL,OW,ZH,L,,,,
1719,ERZHK,ER,ZH,K,,,,
1720,IYPY,IY,P,Y,,,,
1721,IXYEM,IX,Y,EM,,,,
1722,UWLEM,UW,L,EM,,,,
1723,AXDEN,AX,D,EN,,,,
1724,AXNGDH,AX,NG,DH,,,,
1725,EHQW,EH,Q,W,,,,
1726,OWELCH,OW,EL,CH,,,,
1727,AXRVZH,AXR,V,ZH,,,,
1728,ERKN,ER,K,N,,,,
1729,IYYCH,IY,Y,CH,,,,
1730,AYSHL,AY,SH,L,,,,
1731,AYDXQ,AY,DX,Q,,,,
1732,AXRHHDH,AXR,HH,DH,,,,
1733,AWYF,AW,Y,F,,,,
1734,IYVDX,IY,V,DX,,,,
1735,AAVNG,AA,V,NG,,,,
1736,UWDJH,UW,D,JH,,,,
1737,AOQP,AO,Q,P,,,,
1738,UHLF,UH,L,F,,,,
1739,EYMEN,EY,M,EN,,,,
1740,UXEMNG,UX,EM,NG,,,,
1741,IYDNG,IY,D,NG,,,,
1742,AENXT,AE,NX,T,,,,
1743,UHWHR,UH,WH,R,,,,
1744,AYJHP,AY,JH,P,,,,
1745,AXSB,AX,S,B,,,,
1746,AHHHCH,AH,HH,CH,,,,
1747,IXNXZ,IX,NX,Z,,,,
1748,AHDJH,AH,D,JH,,,,
1749,EYELL,EY,EL,L,,,,
1750,AOKM,AO,K,M,,,,
1751,UXDT,UX,D,T,,,,
1752,AXRVK,AXR,V,K,,,,
1753,AHBHH,AH,B,HH,,,,
1754,EYTT,EY,T,T,,,,
1755,AYLNX,AY,L,NX,,,,
1756,AABM,AA,B,M,,,,
1757,AHZY,AH,Z,Y,,,,
1758,EYEMT,EY,EM,T,,,,
1759,UHEMK,UH,EM,K,,,,
1760,ERRY,ER,R,Y,,,,
1761,AXRDK,AXR,D,K,,,,
1762,AOWHZH,AO,WH,ZH,,,,
1763,OYLTH,OY,L,TH,,,,
1764,AYTHWH,AY,TH,WH,,,,
1765,AXRBDX,AXR,B,DX,,,,
1766,IYNNG,IY,N,NG,,,,
1767,UHDB,UH,D,B,,,,
1768,IXWR,IX,W,R,,,,
1769,AORF,AO,R,F,,,,
1770,AONGDH,AO,NG,DH,,,,
1771,EHTL,EH,T,L,,,,
1772,EHNXW,EH,NX,W,,,,
1773,IHKR,IH,K,R,,,,
1774,AODR,AO,D,R,,,,
1775,AYKSH,AY,K,SH,,,,
1776,AYHHNX,AY,HH,NX,,,,
1777,ERDXF,ER,DX,F,,,,
1778,AWNQ,AW,N,Q,,,,
1779,EHWDX,EH,W,DX,,,,
1780,UWHHNG,UW,HH,NG,,,,
1781,UXHHZH,UX,HH,ZH,,,,
1782,AAVWH,AA,V,WH,,,,
1783,ERTEL,ER,T,EL,,,,
1784,AYMZH,AY,M,ZH,,,,
1785,UHVR,UH,V,R,,,,
1786,UWBF,UW,B,F,,,,
1787,AADXNG,AA,DX,NG,,,,
1788,AODTH,AO,D,TH,,,,
1789,IXYEN,IX,Y,EN,,,,
1790,AHDHCH,AH,DH,CH,,,,
1791,IXENNX,IX,EN,NX,,,,
1792,AWPP,AW,P,P,,,,
1793,AAWHP,AA,WH,P,,,,
1794,EYELB,EY,EL,B,,,,
1795,EYQN,EY,Q,N,,,,
1796,IXZB,IX,Z,B,,,,
1797,AHZHEM,AH,ZH,EM,,,,
1798,OWWEL,OW,W,EL,,,,
1799,EHENK,EH,EN,K,,,,
1800,IYRB,IY,R,B,,,,
1801,IYENQ,IY,EN,Q,,,,
1802,AXRLV,AXR,L,V,,,,
1803,AOHHT,AO,HH,T,,,,
1804,IYCHDX,IY,CH,DX,,,,
1805,AYHHHH,AY,HH,HH,,,,
1806,AXRWW,AXR,W,W,,,,
1807,UHENL,UH,EN,L,,,,
1808,AWNXHH,AW,NX,HH,,,,
1809,AACHB,AA,CH,B,,,,
1810,OWCHNG,OW,CH,NG,,,,
1811,UXLF,UX,L,F,,,,
1812,AYWTH,AY,W,TH,,,,
1813,UHELN,UH,EL,N,,,,
1814,ERTHP,ER,TH,P,,,,
1815,UHTHEM,UH,TH,EM,,,,
1816,AWTTH,AW,T,TH,,,,
1817,UWSHNX,UW,SH,NX,,,,
1818,AXRDG,AXR,D,G,,,,
1819,EYPD,EY,P,D,,,,
1820,IHWL,IH,W,L,,,,
1821,EYENZ,EY,EN,Z,,,,
1822,UHHHM,UH,HH,M,,,,
1823,AESHDH,AE,SH,DH,,,,
1824,OYQDX,OY,Q,DX,,,,
1825,AOELW,AO,EL,W,,,,
1826,AXRDXEM,AXR,DX,EM,,,,
1827,EHELM,EH,EL,M,,,,
1828,LERUX,L,ER,UX,,,,
1829,EMIYUW,EM,IY,UW,,,,
1830,SHAOIX,SH,AO,IX,,,,
1831,HHAAUH,HH,AA,UH,,,,
1832,THIYER,TH,IY,ER,,,,
1833,DUWOW,D,UW,OW,,,,
1834,QAXREH,Q,AXR,EH,,,,
1835,WAXAE,W,AX,AE,,,,
1836,TIYAA,T,IY,AA,,,,
1837,SHIXIH,SH,IX,IH,,,,
1838,WIHUX,W,IH,UX,,,,
1839,WHUHUX,WH,UH,UX,,,,
1840,YIXIH,Y,IX,IH,,,,
1841,LUWIY,L,UW,IY,,,,
1842,PERAXR,P,ER,AXR,,,,
1843,EMAWUX,EM,AW,UX,,,,
1844,GAAER,G,AA,ER,,,,
1845,ZHUHIY,ZH,UH,IY,,,,
1846,ELIXIX,EL,IX,IX,,,,
1847,NXIYAW,NX,IY,AW,,,,
1848,BAXOY,B,AX,OY,,,,
1849,MEHUH,M,EH,UH,,,,
1850,WAOAXR,W,AO,AXR,,,,
1851,WHAHIY,WH,AH,IY,,,,
1852,DHAHUX,DH,AH,UX,,,,
1853,WAXOY,W,AX,OY,,,,
1854,POWIH,P,OW,IH,,,,
1855,WAXUW,W,AX,UW,,,,
1856,BOWAA,B,OW,AA,,,,
1857,SHUHAE,SH,UH,AE,,,,
1858,SHIYAO,SH,IY,AO,,,,
1859,WAYAY,W,AY,AY,,,,
1860,SAWAO,S,AW,AO,,,,
1861,JHOYIY,JH,OY,IY,,,,
1862,WHAOAW,WH,AO,AW,,,,
1863,THEHAXR,TH,EH,AXR,,,,
1864,LEYAY,L,EY,AY,,,,
1865,NGOWAA,NG,OW,AA,,,,
1866,DXAYAW,DX,AY,AW,,,,
1867,YEHOW,Y,EH,OW,,,,
1868,WHUWAA,WH,UW,AA,,,,
1869,GIHEH,G,IH,EH,,,,
1870,LAEUW,L,AE,UW,,,,
1871,NXEYAW,NX,EY,AW,,,,
1872,WIYUW,W,IY,UW,,,,
1873,WHUHOW,WH,UH,OW,,,,
1874,ENAXRUH,EN,AXR,UH,,,,
1875,WHUHAY,WH,UH,AY,,,,
1876,ENAYAE,EN,AY,AE,,,,
1877,YUHAO,Y,UH,AO,,,,
1878,MAYAH,M,AY,AH,,,,
1879,QOWIH,Q,OW,IH,,,,
1880,TUHUX,T,UH,UX,,,,
1881,DHIXUX,DH,IX,UX,,,,
1882,QIYAXR,Q,IY,AXR,,,,
1883,NAWEH,N,AW,EH,,,,
1884,DXIYEY,DX,IY,EY,,,,
1885,NAHEY,N,AH,EY,,,,
1886,DHAXOY,DH,AX,OY,,,,
1887,DXAOER,DX,AO,ER,,,,
1888,HHAWUW,HH,AW,UW,,,,
1889,GEYIH,G,EY,IH,,,,
1890,SHAOAA,SH,AO,AA,,,,
1891,DXUWIX,DX,UW,IX,,,,
1892,THOWOY,TH,OW,OY,,,,
1893,LOWAO,L,OW,AO,,,,
1894,THOYAXR,TH,OY,AXR,,,,
1895,ELOYUH,EL,OY,UH,,,,
1896,QEYER,Q,EY,ER,,,,
1897,LOYOW,L,OY,OW,,,,
1898,MAYEY,M,AY,EY,,,,
1899,NGIHAXR,NG,IH,AXR,,,,
1900,QAEAXR,Q,AE,AXR,,,,
1901,QERIH,Q,ER,IH,,,,
1902,DOWEY,D,OW,EY,,,,
1903,SAWIY,S,AW,IY,,,,
1904,RAWAH,R,AW,AH,,,,
1905,DOWER,D,OW,ER,,,,
1906,PAYIX,P,AY,IX,,,,
1907,ZHIYAX,ZH,IY,AX,,,,
1908,DXAAUX,DX,AA,UX,,,,
1909,BIHAH,B,IH,AH,,,,
1910,LAOEY,L,AO,EY,,,,
1911,GAWOY,G,AW,OY,,,,
1912,ZEHUW,Z,EH,UW,,,,
1913,RAYIX,R,AY,IX,,,,
1914,WUXAX,W,UX,AX,,,,
1915,FAWEH,F,AW,EH,,,,
1916,MAHIY,M,AH,IY,,,,
1917,DAXIX,D,AX,IX,,,,
1918,EMIXAW,EM,IX,AW,,,,
1919,ZHUXUW,ZH,UX,UW,,,,
1920,ZHUHEY,ZH,UH,EY,,,,
1921,NUWAH,N,UW,AH,,,,
1922,HHEYIX,HH,EY,IX,,,,
1923,BUHUW,B,UH,UW,,,,
1924,DAEER,D,AE,ER,,,,
1925,ZOYUX,Z,OY,UX,,,,
1926,GIYOW,G,IY,OW,,,,
1927,BIXUW,B,IX,UW,,,,
1928,LEYUW,L,EY,UW,,,,
1929,CHUXUX,CH,UX,UX,,,,
1930,WERIX,W,ER,IX,,,,
1931,TAAAE,T,AA,AE,,,,
1932,NAHIH,N,AH,IH,,,,
1933,ENAOAH,EN,AO,AH,,,,
1934,MAHUX,M,AH,UX,,,,
1935,NGUHAXR,NG,UH,AXR,,,,
1936,DXIYAO,DX,IY,AO,,,,
1937,YERAE,Y,ER,AE,,,,
1938,HHIHIY,HH,IH,IY,,,,
1939,KAYIH,K,AY,IH,,,,
1940,WHIXUW,WH,IX,UW,,,,
1941,ENAHOW,EN,AH,OW,,,,
1942,RAYEY,R,AY,EY,,,,
1943,GAXREY,G,AXR,EY,,,,
1944,FIXAA,F,IX,AA,,,,
1945,ZAXRAE,Z,AXR,AE,,,,
1946,ELUWUX,EL,UW,UX,,,,
1947,NXAWIH,NX,AW,IH,,,,
1948,POYAH,P,OY,AH,,,,
1949,RAOAXR,R,AO,AXR,,,,
1950,JHIXUX,JH,IX,UX,,,,
1951,FAXUW,F,AX,UW,,,,
1952,NAWUH,N,AW,UH,,,,
1953,YUHER,Y,UH,ER,,,,
1954,THAAAA,TH,AA,AA,,,,
1955,CHIHAY,CH,IH,AY,,,,
1956,TEHAX,T,EH,AX,,,,
1957,DXAAIY,DX,AA,IY,,,,
1958,MOYIX,M,OY,IX,,,,
1959,DHAYOW,DH,AY,OW,,,,
1960,SAYAW,S,AY,AW,,,,
1961,VUHIY,V,UH,IY,,,,
1962,ENAHIH,EN,AH,IH,,,,
1963,WAEUW,W,AE,UW,,,,
1964,EMOYAE,EM,OY,AE,,,,
1965,PAXRAX,P,AXR,AX,,,,
1966,LUXAW,L,UX,AW,,,,
1967,THAWUX,TH,AW,UX,,,,
1968,GUHOW,G,UH,OW,,,,
1969,EMUXUX,EM,UX,UX,,,,
1970,ENIYEH,EN,IY,EH,,,,
1971,DEHOW,D,EH,OW,,,,
1972,NGUWAY,NG,UW,AY,,,,
1973,EMUHEY,EM,UH,EY,,,,
1974,NGEHIY,NG,EH,IY,,,,
1975,KAYOW,K,AY,OW,,,,
1976,ENAXOW,EN,AX,OW,,,,
1977,NXUXIX,NX,UX,IX,,,,
1978,NGAAAH,NG,AA,AH,,,,
1979,HHUWAH,HH,UW,AH,,,,
1980,DHAEAXR,DH,AE,AXR,,,,
1981,RIHUX,R,IH,UX,,,,
1982,MIYAX,M,IY,AX,,,,
1983,YAAER,Y,AA,ER,,,,
1984,YIYEY,Y,IY,EY,,,,
1985,TUXAA,T,UX,AA,,,,
1986,QOYAH,Q,OY,AH,,,,
1987,NGAHIX,NG,AH,IX,,,,
1988,KOYAO,K,OY,AO,,,,
1989,JHIXUW,JH,IX,UW,,,,
1990,NXUHAH,NX,UH,AH,,,,
1991,KUXAA,K,UX,AA,,,,
1992,DXERAH,DX,ER,AH,,,,
1993,DHUWIX,DH,UW,IX,,,,
1994,THIXEH,TH,IX,EH,,,,
1995,ENAWEH,EN,AW,EH,,,,
1996,ZAHAW,Z,AH,AW,,,,
1997,NGAHER,NG,AH,ER,,,,
1998,DXERAY,DX,ER,AY,,,,
1999,VIXUX,V,IX,UX,,,,
2000,WUHAH,W,UH,AH,,,,
2001,VIXIX,V,IX,IX,,,,
2002,ROYAW,R,OY,AW,,,,
2003,QUHEY,Q,UH,EY,,,,
2004,NAXAY,N,AX,AY,,,,
2005,RAWAXR,R,AW,AXR,,,,
2006,KUWUW,K,UW,UW,,,,
2007,NUXUH,N,UX,UH,,,,
2008,WIHAA,W,IH,AA,,,,
2009,ZHAHOW,ZH,AH,OW,,,,
2010,PIYAE,P,IY,AE,,,,
2011,ENUXAXR,EN,UX,AXR,,,,
2012,EMAOEH,EM,AO,EH,,,,
2013,JHAXAY,JH,AX,AY,,,,
2014,GUHUX,G,UH,UX,,,,
2015,THAHUX,TH,AH,UX,,,,
2016,BAOAH,B,AO,AH,,,,
2017,TAHAE,T,AH,AE,,,,
2018,HHIXAE,HH,IX,AE,,,,
2019,DAXRER,D,AXR,ER,,,,
2020,DHEYAXR,DH,EY,AXR,,,,
2021,HHAHAY,HH,AH,AY,,,,
2022,ZAXUH,Z,AX,UH,,,,
2023,EMEREY,EM,ER,EY,,,,
2024,ZEYAO,Z,EY,AO,,,,
2025,PAOER,P,AO,ER,,,,
2026,OYTAY,OY,T,AY,,,,
2027,IYRUX,IY,R,UX,,,,
2028,IYENIY,IY,EN,IY,,,,
2029,UXNXUW,UX,NX,UW,,,,
2030,UWCHUH,UW,CH,UH,,,,
2031,EYRAY,EY,R,AY,,,,
2032,UXFAW,UX,F,AW,,,,
2033,UXNAX,UX,N,AX,,,,
2034,OWWAX,OW,W,AX,,,,
2035,UWRIH,UW,R,IH,,,,
2036,AXWAA,AX,W,AA,,,,
2037,AWWHIX,AW,WH,IX,,,,
2038,AOTHIH,AO,TH,IH,,,,
2039,IXNAXR,IX,N,AXR,,,,
2040,AWRAY,AW,R,AY,,,,
2041,AAGAH,AA,G,AH,,,,
2042,AXCHIY,AX,CH,IY,,,,
2043,EHNGEH,EH,NG,EH,,,,
2044,AYSHIY,AY,SH,IY,,,,
2045,AHDHIH,AH,DH,IH,,,,
2046,OYZUH,OY,Z,UH,,,,
2047,AHDAXR,AH,D,AXR,,,,
2048,EHBIX,EH,B,IX,,,,
2049,OWKAX,OW,K,AX,,,,
2050,OWKUW,OW,K,UW,,,,
2051,AADIX,AA,D,IX,,,,
2052,EHYAY,EH,Y,AY,,,,
2053,IYDXIX,IY,DX,IX,,,,
2054,UHFAE,UH,F,AE,,,,
2055,IYKUW,IY,K,UW,,,,
2056,EYNXAY,EY,NX,AY,,,,
2057,ERZHIH,ER,ZH,IH,,,,
2058,UXBAX,UX,B,AX,,,,
2059,AXRUH,AX,R,UH,,,,
2060,OYSHIH,OY,SH,IH,,,,
2061,UHLER,UH,L,ER,,,,
2062,IXELIY,IX,EL,IY,,,,
2063,UXRAH,UX,R,AH,,,,
2064,UWKEH,UW,K,EH,,,,
2065,AWPUX,AW,P,UX,,,,
2066,AHTHAH,AH,TH,AH,,,,
2067,AXDHIY,AX,DH,IY,,,,
2068,AHELUX,AH,EL,UX,,,,
2069,IYQIH,IY,Q,IH,,,,
2070,AADUH,AA,D,UH,,,,
2071,UHSHAH,UH,SH,AH,,,,
2072,AAVAE,AA,V,AE,,,,
2073,IHBAW,IH,B,AW,,,,
2074,UHZHAW,UH,ZH,AW,,,,
2075,ERTHAY,ER,TH,AY,,,,
2076,UWBAE,UW,B,AE,,,,
2077,IYEMEH,IY,EM,EH,,,,
2078,IYYUX,IY,Y,UX,,,,
2079,IXNGOW,IX,NG,OW,,,,
2080,AXRQAA,AXR,Q,AA,,,,
2081,IXPAO,IX,P,AO,,,,
2082,OYEMAX,OY,EM,AX,,,,
2083,OWSUX,OW,S,UX,,,,
2084,AETHOY,AE,TH,OY,,,,
2085,AYYOY,AY,Y,OY,,,,
2086,EHFIX,EH,F,IX,,,,
2087,AATUX,AA,T,UX,,,,
2088,IHDUH,IH,D,UH,,,,
2089,UWPUH,UW,P,UH,,,,
2090,OWCHAY,OW,CH,AY,,,,
2091,AXWHAXR,AX,WH,AXR,,,,
2092,AONXAXR,AO,NX,AXR,,,,
2093,AXZOW,AX,Z,OW,,,,
2094,UXSUX,UX,S,UX,,,,
2095,IHNXIH,IH,NX,IH,,,,
2096,ERLAW,ER,L,AW,,,,
2097,ERFOW,ER,F,OW,,,,
2098,AELIH,AE,L,IH,,,,
2099,ERWHOW,ER,WH,OW,,,,
2100,AXYAE,AX,Y,AE,,,,
2101,UHWHIH,UH,WH,IH,,,,
2102,AYSAX,AY,S,AX,,,,
2103,AXRHHOW,AXR,HH,OW,,,,
2104,AYWAH,AY,W,AH,,,,
2105,AXRZAX,AXR,Z,AX,,,,
2106,AYKUH,AY,K,UH,,,,
2107,AXRVAE,AXR,V,AE,,,,
2108,AHCHAX,AH,CH,AX,,,,
2109,UXEMAA,UX,EM,AA,,,,
2110,ERLAY,ER,L,AY,,,,
2111,AAHHIX,AA,HH,IX,,,,
2112,AOYUH,AO,Y,UH,,,,
2113,ERPER,ER,P,ER,,,,
2114,AYSOY,AY,S,OY,,,,
2115,UHVUW,UH,V,UW,,,,
2116,UWELAXR,UW,EL,AXR,,,,
2117,AWNXIY,AW,NX,IY,,,,
2118,AAWAW,AA,W,AW,,,,
2119,AXRNGIY,AXR,NG,IY,,,,
2120,AXPEH,AX,P,EH,,,,
2121,EHNXEH,EH,NX,EH,,,,
2122,EHWHAW,EH,WH,AW,,,,
2123,UXWHAY,UX,WH,AY,,,,
2124,AHGEH,AH,G,EH,,,,
2125,UHLAXR,UH,L,AXR,,,,
2126,AXRDXAA,AXR,DX,AA,,,,
2127,AYNGUH,AY,NG,UH,,,,
2128,OYSHAO,OY,SH,AO,,,,
2129,IXSHAW,IX,SH,AW,,,,
2130,AOHHAW,AO,HH,AW,,,,
2131,UXWAY,UX,W,AY,,,,
2132,IHZHEY,IH,ZH,EY,,,,
2133,AYDIY,AY,D,IY,,,,
2134,AEJHAY,AE,JH,AY,,,,
2135,OWEMUH,OW,EM,UH,,,,
2136,AYDEY,AY,D,EY,,,,
2137,UHDAO,UH,D,AO,,,,
2138,AHPIH,AH,P,IH,,,,
2139,UHREH,UH,R,EH,,,,
2140,ERDOW,ER,D,OW,,,,
2141,AWMEH,AW,M,EH,,,,
2142,AXTHAA,AX,TH,AA,,,,
2143,AXDXIX,AX,DX,IX,,,,
2144,AEEMAY,AE,EM,AY,,,,
2145,AWKOY,AW,K,OY,,,,
2146,UHDHAE,UH,DH,AE,,,,
2147,AWDAA,AW,D,AA,,,,
2148,AXRNXIY,AXR,NX,IY,,,,
2149,IXHHAO,IX,HH,AO,,,,
2150,AHNGOW,AH,NG,OW,,,,
2151,AYYAO,AY,Y,AO,,,,
2152,IYKOY,IY,K,OY,,,,
2153,AOQUW,AO,Q,UW,,,,
2154,AWDHOW,AW,DH,OW,,,,
2155,OWYIH,OW,Y,IH,,,,
2156,EYSHAY,EY,SH,AY,,,,
2157,EHYOY,EH,Y,OY,,,,
2158,OWDXIH,OW,DX,IH,,,,
2159,AOSHEH,AO,SH,EH,,,,
2160,OYFAA,OY,F,AA,,,,
2161,EHZHAXR,EH,ZH,AXR,,,,
2162,AEDAA,AE,D,AA,,,,
2163,OWJHAH,OW,JH,AH,,,,
2164,AXRVOY,AXR,V,OY,,,,
2165,IXZHEY,IX,ZH,EY,,,,
2166,AHWHIY,AH,WH,IY,,,,
2167,EHENUH,EH,EN,UH,,,,
2168,OYTAE,OY,T,AE,,,,
2169,IXZHAW,IX,ZH,AW,,,,
2170,IYSHAE,IY,SH,AE,,,,
2171,AYELUW,AY,EL,UW,,,,
2172,EHVAA,EH,V,AA,,,,
2173,AXRKAA,AXR,K,AA,,,,
2174,AXNUX,AX,N,UX,,,,
2175,AAWHER,AA,WH,ER,,,,
2176,UXMAO,UX,M,AO,,,,
2177,IXNAH,IX,N,AH,,,,
2178,AXYEY,AX,Y,EY,,,,
2179,OYSHAXR,OY,SH,AXR,,,,
2180,AXRNXEY,AXR,NX,EY,,,,
2181,UXSAH,UX,S,AH,,,,
2182,IHHHER,IH,HH,ER,,,,
2183,AANGER,AA,NG,ER,,,,
2184,AYWHEH,AY,WH,EH,,,,
2185,AXLOW,AX,L,OW,,,,
2186,AYPIY,AY,P,IY,,,,
2187,AXRSHOW,AXR,SH,OW,,,,
2188,ERKUW,ER,K,UW,,,,
2189,AARER,AA,R,ER,,,,
2190,OYFAW,OY,F,AW,,,,
2191,IHWHAE,IH,WH,AE,,,,
2192,IXNEH,IX,N,EH,,,,
